Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Trastuzumab, Hyaluronidase	Y	Y	N		N	1998	N	<a href="https://go.drugbank.com/drugs/DB00072">DB00072</a>	L01XC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201585">CHEMBL1201585</a>	Breast Cancer; Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Adenocarcinoma of the Gastro-Esophageal Junction; Metastatic Adenocarcinoma of the Stomach; Metastatic Breast Cancer; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma	PGR; FCGR3A; KRAS; ANXA1; PIK3CA; ARID1A; ESR2; ERBB3; EPCAM; PPCDC; HGF; PTEN; IFNG; RNF8; ESR1; MET; FCGR2A; BIRC5; AKT2; EGFR; PIK3CG; RAD51C; HSPB2; MTHFR; ERBB2	2024-02-07	
Tremelimumab	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB11771">DB11771</a>	L01FX20	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108658">CHEMBL2108658</a>	Metastatic Non-Small Cell Lung Cancer, Unresectable Hepatocellular Carcinoma (HCC)	CTLA4	2024-02-07	
Tretinoin	N	Y	Y		N	1971	Y	<a href="https://go.drugbank.com/drugs/DB00755">DB00755</a>	D10AD01; L01XF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL38">CHEMBL38</a>	FAB classification M3 Acute promyelocytic leukemia	RARG; BIRC5; ADH1C; TBP; MDK; MST1; FUS; CDKN1B; NR2C1; LIF; RARA; FLT3; CEACAM1; NOS1; ALPL; APOE; DUSP6; TGFB1; HES1; CALR; SMARCA4; RARB; BAX; VDR; NFE2L2; NRIP1; CYP2C9; MYCN; TG; BCL2; IL10; RXRB; SPP1; TGFBR3; ERVK2; GLI1; TP73; PTPRZ1; AMH; HOXD1; ITGB2; PML; PRL; CYP3A5; TPO; HAS3; SLC2A1; RARRES1; HIF1A; APOA1; IL1R1; HOXB1; CXCL8; IFNG; FAS; RB1; KLK3; PTCH1; XIAP; RPE65; NPM1; ALDH1A2; KAT2A; WT1; MYOD1; THBS1; BHLHE40; CD55; USP1; OCLN; HSPA8; RXRA; SHH; RAB40B; NR4A1; SFTPA1; RET; EGR2; P2RY2; EHMT2; SMAD2; MAPK8; RXRG; TSPYL2	2024-02-07	
Trifluridine, Tipiracil	Y	Y	N		N	1980	Y	<a href="https://go.drugbank.com/drugs/DB00432">DB00432</a>	L01BC59; S01AD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1129">CHEMBL1129</a>	Metastatic Colorectal Cancer (MCRC)	ERBB2; SLC29A1; TP53	2024-02-07	
Triptorelin	N	Y	Y		N	2000	N	<a href="https://go.drugbank.com/drugs/DB06825">DB06825</a>	L02AE04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201334">CHEMBL1201334</a>	Advanced Prostate Cancer	STS; GNRHR	2024-02-07	
Trofosfamide	N	N	Y		N			<a href="https://go.drugbank.com/drugs/DB12902">DB12902</a>	L01AA07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL462019">CHEMBL462019</a>	Non-Hodgkin&#39;s lymphoma	CYP2B6	2024-02-07	
Tucatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB11652">DB11652</a>	L01EH03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989868">CHEMBL3989868</a>	Breast Cancer; Unresectable Breast Cancer	ERBB2	2024-02-07	
Umbralisib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB14989">DB14989</a>	L01EX25	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3948730">CHEMBL3948730</a>	B-cell Follicular Lymphoma; Marginal Zone Lymphoma (MZL)	PIK3CD; PIK3CG	2024-02-07	
Valrubicin	N	Y	N		N	1998	Y	<a href="https://go.drugbank.com/drugs/DB00385">DB00385</a>	L01DB09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1096885">CHEMBL1096885</a>	In situ BCG-refractory Bladder carcinoma	TOP2A; AR	2024-02-07	
Vandetanib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB05294">DB05294</a>	L01EX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL24828">CHEMBL24828</a>	Metastatic Medullary Thyroid Cancer; Locally advanced Medullary thyroid cancer	BTK; EGFR; KRAS; KDR; ATM; RET; ABL1; EPHA5; EPHB4; EPHA3; TYRO3; FLT1; SRC; EPHA4; ALK; EPHB2; MAP2K1; ERBB3; LRRK2; LTK; EPHA10; MAP2K2; ROCK2; PTEN; IDH1; MAPK14; EPHB1; EPHA6; EPHA2; LCK; FLT4; MAP4K4; HTT; AURKB; MAP4K5; EPHB3; PTK6; EPHA1; GMNN; PDGFRA; ACVR1; ERBB2; PDGFRB; AXL; TEK; YES1; ERBB4; FYN; MTOR; FGFR1; EPHA7; APC; EPHB6; EPHA8	2024-02-07	
Vemurafenib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB08881">DB08881</a>	L01EC01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1229517">CHEMBL1229517</a>	Metastatic Melanoma; Unresectable Melanoma; Refractory Non-small cell lung cancer	MET; MAP2K1; BRAF; PIK3CA; AKT1; CYP3A4; PTEN; AKT3; STAG3; ABCB1; RAC1; CIC; TF; YES1; MITF; MAP2K2; CYP3A; TET2; FGFR2; RB1; PREX2; ATXN1L; NF1; TP53; CDKN2A; CYP1A2; STAG2; SOX10; CBL; HRAS; CHEK2; PIK3R2; KRAS; NRAS	2024-02-07	
Venetoclax	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB11581">DB11581</a>	L01XX52	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137309">CHEMBL3137309</a>	Chronic Lymphocytic Leukaemia (CLL); Small Lymphocytic Lymphoma	NPM1; FLT3; IDH2; BCL2; IGH; ALK; IDH1; PTEN; KMT2A; NRAS; PIK3CA; KDM6A; ATM; ABL1; BRAF; TP53	2024-02-07	
Vinblastine	N	Y	Y		Y	1965	Y	<a href="https://go.drugbank.com/drugs/DB00570">DB00570</a>	L01CA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL159">CHEMBL159</a>	Advanced Soft Tissue Sarcoma; Cancer, Bladder; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Metastatic Melanoma; Non-Small Cell Lung Carcinoma (NSCLC); Advanced Alibert-Bazin syndrome; Advanced Testicular cancer; Histiocytic lymphoma; Refractory Breast cancer	TUBB8; TUBB2A; TUBB3; TUBB1; TUBA1C; TUBB6; TUBA1B; NR1I2; CGA; TUBA3C; GMNN; TUBB4A; TUBA4A; PTHLH; TUBB4B; TUBA3E; KLK3; TRH; GSTM1; TBXA2R; TUBB; ABCB4; TUBA1A; NOP2; TUBB2B; BRAF; CDKN1A; MMP2; CYP3A4; TUBA3D; NF1; ABCB1; CSF2	2024-02-07	
Vincristine	N	Y	Y		Y	1965	Y	<a href="https://go.drugbank.com/drugs/DB00541">DB00541</a>	L01CA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL90555">CHEMBL90555</a>	Acute Lymphoblastic Leukaemia Recurrent; Acute Lymphocytic Leukemia (ALL); Choriocarcinoma; Chronic Lymphocytic Leukaemia (CLL); Ewing&#39;s Sarcoma; Hepatoblastomas; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Multiple Myeloma (MM); Neuroblastomas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian germ cell tumour; Pheochromocytomas; Retinoblastoma; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Advanced Thymoma	XDH; BCR; TUBA1C; TUBB3; BAHD1; TUBA3E; TUBA3C; COCH; TUBA4A; BMP7; CYP3A4; NOS3; FGF2; ABCC1; TUBB2A; ABCB4; CP; MRPL47; NRG1; CAPG; PIK3CA; TUBB4A; PNPLA3; CXCL12; DOK5; VWF; GATA3; SLC5A7; LINC00251; NCF4; SYNE2; TUBB4B; SMAD3; BCL2; RALBP1; TUBB6; TUBA3D; FCGR3A; AR; MTR; ABCC3; CEP72; CDKN1B; TYMS; ABCC10; ABCC2; MTHFR; TUBB1; ABL1; MYCN; ODC1; AFP; BDNF; TUBB2B; TP73; GMNN; ABCB1; SRI; ACTG1; NKAIN3; TOP2A; GSTA1; TUBB8; HSPB2; TUBB; NTF3; NR1I2; PIK3CG; TUBA1A; CYBA; TUBA1B	2024-02-07	
Vincristine Liposome	N	Y	N		N	2012	Y	<a href="https://go.drugbank.com/drugs/DB00541">DB00541</a>	L01CA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL501867">CHEMBL501867</a>	Acute Lymphoblastic Leukaemia Recurrent; Acute Lymphocytic Leukemia (ALL); Choriocarcinoma; Chronic Lymphocytic Leukaemia (CLL); Ewing&#39;s Sarcoma; Hepatoblastomas; Kaposi&#39;s sarcoma; Lymphoma, Hodgkins; Multiple Myeloma (MM); Neuroblastomas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian germ cell tumour; Pheochromocytomas; Retinoblastoma; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Advanced Thymoma	TUBA1B; TUBB8; TUBB2A; TUBA1A; NR0B1; TUBA3E; TUBB3; TUBB1; HIF1A; TUBB2B; ALK; TUBB; TUBA1C; GMNN; TUBA3C; TUBB4A; TUBB6; TUBB4B; TUBA4A	2024-02-07	
Vindesine	N	N	Y		N	1979	N	<a href="https://go.drugbank.com/drugs/DB00309">DB00309</a>	L01CA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL238071">CHEMBL238071</a>	Acute Lymphocytic Leukemia (ALL); Melanoma, Malignant	ABCB1; CYP3A4; TUBB; TUBB1	2024-02-07	
Vinflunine	Y	N	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB11641">DB11641</a>	L01CA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2110725">CHEMBL2110725</a>	Transitional Cell Carcinoma of the Urothelial Tract; Metastatic Transitional Cell Carcinoma of the Urothelial Tract	TUBB2B; TUBB8; TUBA1C; TUBA1A; TUBB6; TUBA3E; TUBB2A; TUBB1; TUBA4A; TUBA1B; TUBB4A; TUBB; TUBB4B; TUBA3C; TUBB3	2024-02-07	
Vinorelbine	N	Y	Y		Y	1994	Y	<a href="https://go.drugbank.com/drugs/DB00361">DB00361</a>	L01CA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL553025">CHEMBL553025</a>	Advanced Non Small Cell Lung Cancer; Esophageal Cancers; Locally Advanced Non-Small Cell Lung Cancer; Metastatic Breast Cancer; Recurrent Cervical Cancer; Soft Tissue Sarcoma (STS); Recurrent, IV-B Cervical cancer	TUBB4B; TUBB3; RRM1; TUBA3D; CASP7; TUBA1A; TUBB6; TUBB2A; TUBA1C; APC; TUBA3E; TUBB4A; TUBB; SMARCA4; BAX; CSF2; TUBB2B; TUBB1; STMN1; TUBA3C; TUBB8; TUBA4A; BRCA1; XRCC1; TUB; TUBA1B	2024-02-07	
Vismodegib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08828">DB08828</a>	L01XJ01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL473417">CHEMBL473417</a>	Locally Advanced Basal Cell Carcinoma; Metastatic Basal cell carcinoma	PTCH1; SMO; SHH	2024-02-07	
Vorinostat	N	Y	N		N	2006	N	<a href="https://go.drugbank.com/drugs/DB02546">DB02546</a>	L01XH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL98">CHEMBL98</a>	Persistent Cutaneous T-Cell Lymphoma; Progressive Cutaneous T-cell lymphoma; Recurrent Cutaneous T-cell lymphoma	HDAC2; TUBB1; HDAC4; HDAC8; HDAC11; TUBB2A; TUBA3E; GNA11; PAX8; BIRC5; HDAC1; HDAC10; BRAF; NR0B1; HDAC6; ERBB2; BAP1; TUBB4A; TUBB; TUBB8; HDAC7; TUBA1A; NFE2L2; TUBA3C; HDAC3; TUBA1B; UGT2B17; TUBB3; PTEN; ACE; TUBA1C; TUBA3D; TUBA4A; MYC; TUBB4B; FBXW7; CFTR; TUBB2B; TUBB6; IDH1; HDAC5; HDAC9; CHD4; TP53; RB1; GMNN	2024-02-07	
Zanubrutinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB15035">DB15035</a>	L01EL03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3936761">CHEMBL3936761</a>	Mantle Cell Lymphoma (MCL)	BTK; TP53	2024-02-07	

