diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL113	CAFFEINE	Small molecule	Adenosine receptor antagonist		ADORA3	adenosine A3 receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297577	BELAPECTIN	Unknown	Galectin-3 inhibitor		LGALS3	galectin 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01899859
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL113	CAFFEINE	Small molecule	Adenosine receptor antagonist		ADORA2B	adenosine A2b receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN4A	sodium voltage-gated channel alpha subunit 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1464	WARFARIN	Small molecule	Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor		VKORC1	vitamin K epoxide reductase complex subunit 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL316561	PROGLUMIDE	Small molecule	Cholecystokinin receptor antagonist		CCKAR	cholecystokinin A receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04152473
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL316561	PROGLUMIDE	Small molecule	Cholecystokinin receptor antagonist		CCKBR	cholecystokinin B receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04152473
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACB	acetyl-CoA carboxylase beta	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02891408
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	1	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05766709
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN2A	sodium voltage-gated channel alpha subunit 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4298169	TROPIFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03681457
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACA	acetyl-CoA carboxylase alpha	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02891408
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4	NDUFA4 mitochondrial complex associated	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1496	ROSUVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL691	ETHINYL ESTRADIOL	Small molecule	Estrogen receptor alpha agonist		ESR1	estrogen receptor 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	Inhibitor	GPD2	glycerol-3-phosphate dehydrogenase 2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL113	CAFFEINE	Small molecule	Adenosine receptor antagonist		ADORA2A	adenosine A2a receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL672	FENOFIBRATE	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02891408
